loan_number,condition,depth
HO0223,Que se haya aprobado el diseño conceptual del sistema de compras;,Medium
HO0223,Que el Tribunal Superior de Cuentas (TSC) haya emitido las normas que definen el sistema de control interno a ser instrumentado por el Poder Ejecutivo.,Medium
HO-L1009,"Red Solidaria. (A) Que el Prestatario haya creado la Red Solidaria, de conformidad con los términos y condiciones previamente acordados con el Banco.",Medium
HO-L1009,"Red Solidaria. (B) Que el Prestatario haya creado el Subgabinete de Protección Social, de conformidad con los términos y condiciones previamente acordados con el Banco.",Medium
HO-L1009,"Red Solidaria. (C) Que el Prestatario haya presentado al Gabinete Social la estructura organizacional, operativa e institucional de la Red Solidaria, de conformidad con los términos y condiciones previamente acordados con el Banco.",Low
HO-L1009,"Red Solidaria. (D) Que el Prestatario haya elaborado una propuesta de Manual Operativo de la Red Solidaria, de conformidad con los términos y condiciones previamente acordados con el Banco.",Low
HO-L1009,"Red Solidaria. (E) Que el Gabinete Social haya aprobado el Plan de Acción de la Red Solidaria, de conformidad con los términos y condiciones previamente acordados con el Banco.",Low
HO-L1009,"Sistema de Seguimiento Evaluación (SSE) de la RS. Que el Prestatario haya presentado el Plan de Acción para la Creación de un Sistema de Seguimiento y Evaluación de la Red Solidaria, de conformidad con los términos y condiciones previamente aco",Low
HO-L1009,"Sistema de Seguimiento Evaluación (SSE) de la RS. Que el Prestatario haya presentado el Plan de Acción para el Uso y Adecuación del Registro Único de Beneficiarios del Programa de Asignación Familiar (PRAF) para la Red Solidaria, de conformidad",Low
HO-L1009,Transformación del PRAF. (A) Que el Prestatario haya aprobado el Plan de Trabajo para la Homologación al Sistema PRAF/BID de las Metodologías Operativas y Técnicas del Programa de Asignación Familiar (PRAF) para que funcione con un sistema únic,Low
HO-L1009,Transformación del PRAF. (B) Que el Prestatario haya creado e incorporado la Unidad de Registro Único de Hogares Beneficiarios en la estructura del Programa de Asignación Familiar (PRAF) con el correspondiente presupuesto para el 2007 con recur,Medium
HO-L1009,"Transformación del PRAF. (C) Que el Prestatario haya contratado los servicios de consultoría requeridos para la preparación de la Estrategia de Salida y Diseño del Piloto del Programa de Asignación Familiar (PRAF), de conformidad con los términ",Low
HO-L1009,"Transformación del PRAF. (D) Que el Prestatario haya creado e incorporado la Unidad de Seguimiento y Evaluación en la estructura del Programa de Asignación Familiar (PRAF) con el correspondiente presupuesto para el 2007 con recursos nacionales,",Medium
HO-L1009,Transformaciones de IHNFA e INAM y protección de pueblos autóctonos. Que el Prestatario haya presentado una propuesta de reforma del marco jurídico sobre derechos de los pueblos autóctonos y aprobado el proceso y plan institucional de seguimien,Low
HO-L1009,"Transformaciones de IHNFA e INAM y protección de pueblos autóctonos. Que el Prestatario haya aprobado el Plan de Acción para la Elaboración y Aprobación de la Estrategia de Desarrollo Integral para los Pueblos Autóctonos, de conformidad con los",Low
HO-L1009,Transformaciones de IHNFA e INAM y protección de pueblos autóctonos. Que el Prestatario haya diseñando y aprobado el Plan de Descentralización Gradual de los Centros de Cuidado Diurno (Centros de Protección a la Niñez) del Instituto Hondureño d,Medium
HO-L1009,"Generación de empleo. (A) Que el Prestatario haya aprobado el Plan Nacional para la Generación de Empleo Digno consensuado con el Consejo Económico y Social, de conformidad con los términos y condiciones previamente acordados con el Banco.",Medium
HO-L1009,"Información sobre Mercado Laboral. Que el Prestatario haya creado el Observatorio del Mercado Laboral bajo la coordinación de la Secretaría de Estado en el Despacho de Trabajo y Seguridad Social, de conformidad con los términos y condiciones pr",Medium
HO-L1009,"Información sobre Mercado Laboral. Que el Prestatario haya puesto en funcionamiento la bolsa electrónica de trabajo pública – privada, consolidada (entre la Secretaría de Estado en el Despacho de Trabajo y Seguridad Social y el Consejo Hondureñ",Medium
HO-L1009,"Desarrollo de capacidades. Que el Prestatario haya aprobado la regulación relacionada con el Artículo 25 del Decreto Ley de Creación del Instituto Nacional de Formación Profesional (INFOP), para el fortalecimiento del mecanismo de incentivos a ",Medium
HO-L1009,"Consolidación del SIERP. Que el Prestatario haya creado un sistema de gerencia basado en la gestión de resultados, de conformidad con los términos y condiciones previamente acordados con el Banco.",Medium
HO-L1009,Consolidación del SIERP. Que el Prestatario haya presentado los indicadores intermedios y metas anuales de la Estrategia de Reducción de la Pobreza (ERP) aprobados por el Gabinete Social al Consejo Consultivo de la Estrategia de Reducción de la,Medium
HO-L1009,"Consolidación del SIERP. Que el Prestatario haya aprobado el Plan de Acción para Fortalecer la Medición de los Indicadores de Logros, como por ejemplo mortalidad infantil y materna y desnutrición en menores de cinco años, de conformidad con los",Medium
HO-L1009,"Planeación estratégica. Que el Prestatario haya elaborado el Plan de Fortalecimiento y Desarrollo del Rol de las Unidades de Planeamiento y Evaluación de la Gestión (UPEG) y de la Unidad de Apoyo Técnico (UNAT), para coordinar y articular la pl",Medium
HO-L1009,"Planeación estratégica. Que el Prestatario haya lanzado al menos seis (6) mesas sectoriales en el territorio nacional, de conformidad con los términos y condiciones previamente acordados con el Banco.",Medium
HO-L1009,"Formulación presupuestaria. Que el Prestatario, por intermedio de las Secretarías en los Despachos de Educación y Salud, haya aprobado los Programas Operativos Anuales de las mencionadas Secretarías, identificando las metas a alcanzar y el pres",Low
HO-L1009,Actualización de la cartera de proyectos y programas de la ERP 2006-2010. Que el Prestatario haya establecido y aprobado los criterios para priorizar proyectos y programas públicos en el marco de la Estrategia de Reducción de la Pobreza (ERP) a,Low
HO-L1009,"Cumplimiento de metas físicas y financieras. (A) Que el Prestatario haya aprobado una matriz que contenga las metas físicas y financieras de una lista de programas y proyectos prioritarios de Salud, Educación, Programa de Asignación Familiar (P",Low
HO-L1009,Cumplimiento de metas físicas y financieras. (B) Que el Prestatario haya presentado evidencia de que la Ley de Presupuesto General de Ingresos y Egresos de la República de Honduras entregada al Congreso Nacional para el ejercicio fiscal 2007 id,Medium
HO-L1009,"Transformación del PRAF. (E) Que el Prestatario haya aprobado el Reglamento Operativo del Sistema de Certificación de Oferta en Salud y Educación, que deberá incluir, entre otros aspectos, especificaciones mínimas de oferta y procedimientos de ",Medium
HO-L1009,"Red Solidaria. Que el Prestatario haya elaborado el Anteproyecto de Ley para la institucionalización permanente de la Red Solidaria, de conformidad con los términos y condiciones previamente acordados con el Banco.",Medium
HO-L1009,"Red Solidaria. Que el Prestatario haya aprobado la estructura organizacional, operativa e institucional de la Red Solidaria, de conformidad con los términos y condiciones previamente acordados con el Banco.",High
HO-L1009,"Red Solidaria. Que el Prestatario haya aprobado e implementado el Manual Operativo de la Red Solidaria, de conformidad con los términos y condiciones previamente acordados con el Banco.",Medium
HO-L1009,"Red Solidaria. Que el Prestatario haya presentado evidencia de que la Red Solidaria haya prestado servicios a, por lo menos, 80.000 familias de las comunidades más pobres del país, de conformidad con los términos y condiciones previamente acord",Medium
HO-L1009,"Sistema de Seguimiento Evaluación (SSE) de la RS. Que el Prestatario haya presentado evidencia de que el Sistema de Seguimiento y Monitoreo de la Red Solidaria está operando, de conformidad con los términos y condiciones previamente acordados c",Medium
HO-L1009,"Sistema de Seguimiento Evaluación (SSE) de la RS. Que el Prestatario haya implantado un Sistema de Registro Único de Hogares Beneficiarios para la Red Solidaria con, al menos, todos los beneficiarios de la primera etapa incorporados, de conform",High
HO-L1009,"Transformación del PRAF. (A) Que el Prestatario haya aprobado el Reglamento Operativo e implementado el sistema único de bonos escolares y de salud, de conformidad con los términos y condiciones previamente acordados con el Banco. ",High
HO-L1009,"Transformación del PRAF. (B) Que el Prestatario haya presentado evidencia de que el Registro Único de Hogares Beneficiarios de Bonos de Educación y Salud está en operación, de conformidad con los términos y condiciones previamente acordados con",High
HO-L1009,"Transformación del PRAF. (C) Que el Prestatario haya presentado evidencia de la aprobación de la Estrategia de Salida y de la implementación en forma piloto en 15 comunidades del Programa de Asignación Familiar (PRAF), de conformidad con los té",Medium
HO-L1009,"Transformación del PRAF. (D) Que el Prestatario haya presentado evidencia que el Sistema Institucional de Seguimiento y Evaluación haya sido diseñado y aprobado por el Consejo Superior del Programa de Asignación Familiar (PRAF), y que su módulo",High
HO-L1009,Transformaciones de IHNFA e INAM y protección de pueblos autóctonos. Que el Prestatario haya presentado evidencia del progreso en la implementación del Plan Institucional de Seguimiento y Concertación de la Reforma del Marco Jurídico sobre Dere,Medium
HO-L1009,Transformaciones de IHNFA e INAM y protección de pueblos autóctonos. Que el Prestatario haya presentado evidencia del progreso en la implementación del Plan de Acción para la Elaboración y Aprobación de la Estrategia de Desarrollo Integral para,Medium
HO-L1009,Transformaciones de IHNFA e INAM y protección de pueblos autóctonos. Que el Prestatario haya presentado evidencia de la entrada en vigencia de las disposiciones que reglamentan la ley de creación del Instituto Hondureño de la Niñez y la Familia,High
HO-L1009,"Transformaciones de IHNFA e INAM y protección de pueblos autóctonos. Que el Prestatario haya presentado evidencia de que el Instituto Nacional de la Mujer (INAM) haya puesto en operación los lineamientos de la Política Nacional de la Mujer, de ",Medium
HO-L1009,"Generación de empleo. Que el Prestatario haya presentado evidencia del avance en la implementación del Plan Nacional para la Generación de Empleo Digno, mediante: (1) la creación y puesta en marcha y funcionamiento de, al menos, dos unidades o ",Medium
HO-L1009,Generación de empleo.  la reglamentación de la Ley de Igualdad de Oportunidades para la Mujer; de conformidad con los términos y condiciones previamente acordados con el Banco.,High
HO-L1009,"Información sobre Mercado Laboral. Que el Prestatario, por intermedio de la Secretaría de Estado en el Despacho de Trabajo y Seguridad Social, haya aprobado y esté en funcionamiento en la página de Internet de dicha Secretaría el Sistema de Ind",Medium
HO-L1009,"Información sobre Mercado Laboral.  Que el Prestatario haya presentado evidencia de la apertura y funcionamiento de la bolsa electrónica de trabajo pública – privada, consolidada, en al menos siete (7) oficinas de la Secretaría de Estado en el ",Medium
HO-L1009,"Desarrollo de capacidades. Que el Prestatario haya presentado evidencia de que el documento para la creación del Sistema Nacional de Formación Profesional, donde se asigne al Instituto Nacional de Formación Profesional (INFOP) el rol del rector",Medium
HO-L1009,"Consolidación del SIERP. Que el Prestatario haya presentado evidencia de que el sistema de gerencia basado en la gestión de resultados haya sido implantado, de conformidad con los términos y condiciones previamente acordados con el Banco.",High
HO-L1009,"Consolidación del SIERP. Que el Prestatario haya presentado evidencia de que los indicadores de logro de la Estrategia de Reducción de la Pobreza 2006 –2009 en el Sistema de Información de la Estrategia para la Reducción de la Pobreza (SIERP), ",Medium
HO-L1009,"Consolidación del SIERP. Que el Prestatario haya presentado evidencia del progreso en la implantación del Plan de Acción para Fortalecer la Medición de los Indicadores de Logros, como por ejemplo mortalidad infantil y materna y desnutrición en ",Medium
HO-L1009,Planeación estratégica. Que el Prestatario haya presentado evidencia de la aprobación y del progreso en la implantación del Plan de Fortalecimiento y Desarrollo del Rol de las Unidades de Planeamiento y Evaluación de la Gestión (UPEG) y de la U,Medium
HO-L1009,"Planeación estratégica. (B) Que el Prestatario haya presentado evidencia de que al menos tres (3) planes sectoriales hayan sido socializados en al menos diez (10) departamentos, de conformidad con los términos y condiciones previamente acordado",Medium
HO-L1009,Formulación presupuestaria. Que el Prestatario haya presentado evidencia de que las metas institucionales estén contempladas en los Planes Operativos Anuales elaborados por las Secretarías de Estado en los Despachos de Educación y Salud y corre,Low
HO-L1009,Actualización de la cartera de proyectos y programas de la ERP 2006-2010. Que el Prestatario haya presentado evidencia de que la cartera depurada de proyectos y programas públicos en el marco de la Estrategia de Reducción de la Pobreza haya sid,Medium
HO-L1009,"Cumplimiento de metas físicas y financieras. (A) Que el Prestatario haya presentado evidencia de que se haya alcanzado o superado el cumplimiento de las metas físicas y financieras de la lista de programas y proyectos prioritarios de Salud, Edu",Medium
HO-L1009,"Cumplimiento de metas físicas y financieras. (B) Que el Prestatario haya presentado evidencia de que se hayan actualizado las metas físicas y financieras de la lista de programas y proyectos prioritarios de Salud, Educación, Programa de Asignac",Medium
HO-L1009,"Transformación del PRAF. (E) Que el Prestatario haya presentado evidencia de que el Sistema de Certificación de Oferta en Salud y Educación haya sido implementado, de conformidad con los términos y condiciones previamente acordados con el Banco",Medium
HO-L1065,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. a. Adecuar el Marco Normativo, conforme a las mejores prácticas internacionales para que contribuya a mantener la  estabilidad y sostenibilidad del sistema financiero, mediante la ex",High
HO-L1065,a. Fortalecimiento de la Regulación y Supervisión Prudencial. (ii) Evaluación y clasificación de la cartera crediticia.,High
HO-L1065,a. Fortalecimiento de la Regulación y Supervisión Prudencial. (iii) Riesgo de liquidez.,High
HO-L1065,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. (i) Proceso de Supervisión  basado en riesgos, con su manual y herramientas informáticas, de acuerdo a las mejores prácticas, contratado.",Low
HO-L1065,a. Fortalecimiento de la Regulación y Supervisión Prudencial. (ii) Ratificación del Convenio entre la CNBS y FACACH (Federacion de Cooperativas de Ahorro y Credito de Honduras).,Low
HO-L1065,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. (iii) Crear el Plan de Carrera Profesional de la CNBS, conforme a las mejores prácticas internacionales, mediante la adopción de la siguiente acción: Norma de la CNBS sobre la Defini",Low
HO-L1065,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. (iv) Impulsar la operatividad del Comité de Alerta Temprana (CAT), mediante la adopción de la siguiente acción: Elaboración de un Plan de Acción para reactivar e institucionalizar el",Low
HO-L1065,"b. Fortalecimiento de la Institucionalidad de los demás Elementos Básicos de una RSF. a. Fortalecer el Fondo de Seguro de Depósitos (FOSEDE) y evaluar la viabilidad del Fondo de Capitalización, mediante la elaboración de un Diagnóstico y Plan d",Medium
HO-L1065,Promoción de la Transparencia de la Información y Protección al Usuario de Servicios Financieros. a. Haber contratado la consultoría especializada para mejorar el marco normativo de la transparencia y protección a los usuarios de servicios fina,Low
HO-L1065,"Promoción de la Transparencia de la Información y Protección al Usuario de Servicios Financieros. b. Fortalecer los procesos de atención a usuarios, mediante la estandarización,  sistematización, informatización y, certificación de los trámites",Low
HO-L1065,Promoción de la Transparencia de la Información y Protección al Usuario de Servicios Financieros. (ii) Presupuesto campaña de educación financiera definido como línea del presupuesto de la CNBS.,Medium
HO-L1065,"Creación del Marco Normativo y Proceso de Ejecución de las Garantías Reales. Establecer un marco legal que mejore los procesos de administración y ejecución de garantías reales, mediante la expedición de la Ley de Garantías Reales Mobiliarias, ",High
HO-L1065,"b. Fortalecimiento de la Institucionalidad de los demás Elementos Básicos de una RSF. b. Fortalecer la implementación de los mecanismos de resolución de instituciones financieras, de acuerdo a las mejores prácticas, mediante la elaboración de u",Low
HO-L1069,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. La Comisión Nacional de Bancos y Seguros (CNBS) presentará, a satisfacción del Banco, un informe sobre la adecuación del marco normativo, que evidencie la correcta implementación de ",Medium
HO-L1069,a. Fortalecimiento de la Regulación y Supervisión Prudencial. (ii) clasificación de la cartera crediticia; y,Medium
HO-L1069,a. Fortalecimiento de la Regulación y Supervisión Prudencial. (iii) posición de calce de liquidez.,Medium
HO-L1069,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. Adicionalmente, presentará al Banco evidencia de que ha emitido normativa para el manejo Integral de Gestión de Riesgos.",High
HO-L1069,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. La CNBS presentará a satisfacción del Banco, un informe de consultor independiente sobre la ejecución del nuevo proceso de supervisión para evaluar la implementación del proceso de s",Medium
HO-L1069,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. Adicionalmente, presentará el Addendum al Convenio entre la CNBS y la FACACH firmado.",Low
HO-L1069,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. La CNBS presentará a satisfacción del Banco, un informe sobre la aplicación del Plan de Carrera Profesional (PCP) para sus funcionarios. Dicho informe contendrá, como mínimo, la sigu",Medium
HO-L1069,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. La CNBS presentará a satisfacción del Banco, copia de la Gaceta Oficial donde se publique el Decreto Ejecutivo que contenga el Reglamento del CAT reformado, que incluya su nueva estr",Medium
HO-L1069,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. así como copia certificada del Acta de la sesión del Comité de Alerta Temprana (CAT), donde se aprueba la reforma del sistema de indicadores.",Medium
HO-L1069,"a. Fortalecimiento de la Regulación y Supervisión Prudencial. La CNBS presentará a satisfacción del Banco, la Resolución mediante la cual se aprueba el Diagnostico para mejorar la eficiencia en el procesamiento de información, ampliar la capaci",Medium
HO-L1069,"b. Fortalecimiento de la Institucionalidad de los demás Elementos Básicos de una RSF. La CNBS presentará a satisfacción del Banco, la Resolución que regula el Reglamento de Asistencia Financiera del FOSEDE aprobado por el BCH sobre la adquisici",High
HO-L1069,"Promoción de la Transparencia de la Información y Protección al Usuario de Servicios Financieros.  a. Transparencia y divulgación de información. La CNBS presentará evidencia, a satisfacción del Banco, de su aprobación mediante Resolución, del ",High
HO-L1069,"Promoción de la Transparencia de la Información y Protección al Usuario de Servicios Financieros. La CNBS presentará evidencia, a satisfacción del Banco, de haberse reestructurado organizacionalmente para mejorar las instancias de resolución de",Medium
HO-L1069,"c. Campaña de Educación Financiera. La CNBS presentará evidencia, a satisfacción del Banco, de haber diseñado una campaña de educación financiera y emitido la certificación presupuestaria correspondiente para comprometer la disponibilidad de re",Low
HO-L1069,"Promoción de la Transparencia de la Información y Protección al Usuario de Servicios Financieros. Además, la CNBS presentará evidencia de haber puesto a disposición del público, un recurso interactivo en su página web, como un soporte de anális",Low
HO-L1069,"Creación del Marco Normativo y Proceso de Ejecución de las Garantías Reales. La CNBS presentará evidencia, a satisfacción del Banco, de que los procesos de administración, registro y ejecución de garantías reales están a cargo de la Cámara de C",Medium
HO-L1069,"Fortalecimiento de la Institucionalidad del Sector de las Cooperativas de Ahorro y Crédito. La CNBS presentará evidencia, a satisfacción del Banco, de haber aprobado la normativa aplicable, que establezca los lineamientos para la creación de un",High
HO-L1069,"b. Fortalecimiento de la Institucionalidad de los demás Elementos Básicos de una RSF. b. Mecanismos de resolución de instituciones financieras (IFI) en dificultades. La CNBS presentará a satisfacción del Banco, evidencia de que se ha emitido un",High
HO-L1069,"b. Fortalecimiento de la Institucionalidad de los demás Elementos Básicos de una RSF. c. Adaptación de Mejores Prácticas de Gobierno Corporativo. La CNBS presentará evidencia a satisfacción del Banco, de que se encuentra en vigencia la norma o ",Medium
JA-L1002,The Borrower shall present a Modernization framework to transform the Ministry of Education into a Policy based organization including: (i) Approved Organizational structure of a Policy-based MOE containing the staff structure; (ii) Proposed Ac,Medium
JA-L1002,"The Borrower shall propose areas of legislative changes, including changes to the Education Act, required to implement the recommendations of the National Task Force on Education Reform to effect the modernization of the MOE",Low
JA-L1002,The Ministry of Education has taken the decision to transform the existing six (6) Regional Education Offices (REOs) into five (5) Regional Education Agencies (REAs) aligned with Parish boundaries providing quality support to schools in their r,Low
JA-L1002,A Framework document to transform existing REOs into new REAs has been prepared containing: mission and strategic objectives; principles associated with autonomy and better inter-sectoral coordination; process of appointment and responsibilitie,Low
JA-L1002,The National Education Inspectorate (NEI) has been established on an interim basis as part of the Education Transformation Team (ETT) to evaluate the education system; improve effectiveness in delivering education; and disseminate results. Chie,Medium
JA-L1002,"A Framework document has been prepared for NEI containing role, function, budget, and management structure of the agency.",Low
JA-L1002,A Performance Agreement (PA) has been executed between the Chief Inspector and the Permanent Secretary.,High
JA-L1002,The Jamaica Teaching Council (JTC) has been established on an interim basis as part of the Education Transformation Team (ETT) to define the standards for the profession and provide strategic direction for the in-service teacher training. The H,Medium
JA-L1002,"A Framework document has been prepared for JTC containing role, function, budget, and management structure of the agency.",Low
JA-L1002,A Performance Agreement (PA) has been executed between the Head of the Agency and the Permanent Secretary.,High
JA-L1002,"Framework Documents have been prepared for the creation of the Curriculum & Assessment Agency (CAA) proposing the role, function, budget and management structure and a Draft Performance Agreement (PA) for the agency which includes service deliv",Low
JA-L1002,The National Literacy Strategy has been approved by the MOE.  (b) The Literacy 1-2-3 program has been implemented in all primary schools. Support structure provided by the Education Transformation Team (ETT) to identify and support underperform,High
JA-L1002,(d) The National Mathematics Strategy has been approved by the MOE.  (e) At least 240 underperforming schools for targeted interventions in mathematics have been identified. (f) Support structure provided by MOE to those schools referred to in ,Medium
JA-L1002,(g) The Lower Secondary Level Concept Paper (LSCP) has been completed setting out the purpose and proposed components of the strategy targeting grades 7 to 9.,Low
JA-L1002,(h) New instruments to appraise Principals and Guidance Counselors have been developed and tested.,Low
JA-L1002,(i) Reviewed and improved instrument for teacher appraisal to enhance performance management of teachers created.,Low
JA-L1002,(j) The Teachers’ Revolving Loan Fund to support teachers in attaining graduate status has been created.,Medium
JA-L1002,Creation of the National Parent Teacher Association of Jamaica (NPTAJ) to raise parental awareness and involvement.,Medium
JA-L1002,(b) Presentation of plan for a Community Consultations Program (CCP).,Low
JA-L1002,(c) Community consultation on education reform in collaboration with the Social Development Commission has been undertaken in at least 2 regions.,Low
JA-L1002,The Executing Agency has prepared a Program of Consultations and relevant publications to secure ownership and acceptance within the MOE.,Low
JA-L1024,(a) Transformed Minister of Education (MOE) operations in accordance with the action plan which includes:  (i) National Education Trust (NET) to support investment in education infrastructure and maintenance and other capital programs created; ,Medium
JA-L1024,"(b) The MOE is in the process of drafting legislation pertaining to the School Improvement Act and establishment of Jamaica Teaching Council (JTC), and National Education Inspectorate (NEI).",Low
JA-L1024,(c) Number of Regional Educational Entities (REEs)  to be created increased to seven REEs from initial six Regional Educational Offices (REOs).,Low
JA-L1024,(d) Works towards converting Regions 1 and 2 into  REEs commenced; Schedule of Activities towards the establishment of the two pilot REEs completed which includes:   (i) Creation of the REE working group within MOE to implement the two pilot RE,Medium
JA-L1024,(e) Indicators and targets for the NEI accomplished in accordance with commitments expressed in the Performance Agreement (PA) including:  (i) Inspection Framework Document or procedural manual drafted. (ii) Contract Inspectors engaged and trai,Medium
JA-L1024,"Indicators and targets for the JTC accomplished in accordance with commitments expressed in the Performance Agreement (PA) including:  (i) Corporate Plan 2010/2011 for JTC completed with indicators and targets, and key staffing in place. (ii) T",Medium
JA-L1024,(g) Targets in curriculum and assessments as established in the MOE’s Strategic Corporate Plan achieved: (i) Internal Audit of primary curricula in all five subject areas for grades 1-6 completed. (ii) Using CSEC syllabi grades 10-11 as a guide,High
JA-L1024,(h) Implementation of Communication Plan started.,Low
JA-L1024,(a) Literacy and numeracy (i) Database to monitor performance in literacy of all primary schools in grade 4 assessments completed for 2004-2008; database to contain benchmarks and national targets for literacy and numeracy.  (ii) Schools inform,Medium
JA-L1024,"(b) Tests (i) Grade 4 Literacy and Numeracy Tests implemented in all (793) primary level institutions (grades 1-6); with at least 46,000 primary students registered for the grade 4 exam (approx.100% registration of 4th grade cohort) in 2009. (i",High
JA-L1024,"(c) Principals, Guidance Counselors and Teachers, evaluated in 75 schools using improved appraisal instruments.",Medium
JA-L1024,(d) Government continues to replenish Revolving Fund according to demand (JA$45 million in 2009 vs. JA$100 million in 2008).,Medium
JA-L1024,(e) Trained Teachers with Bachelor degrees increased from 29.6% in 2006 to 34.2% in 2008/09.,Medium
JA-L1024,"(a) Drafting of National Parenting Policy, and legislation drafted for the Creation of the Parenting Support Commission.",Low
JA-L1024,(b) Provision of MOE support for the annual conference of the National Parent Teacher Association (NPTA) and other parenting activities in the regions.,Low
JA-L1024,(c) Stakeholder meeting on literacy in all six regions.,Low
JA-L1024,(d) Manual for school security and safety completed and distributed and being implemented in all secondary schools.,Medium
JA-L1024,"(e) MOE has developed strategies for alternative methods of discipline including:  Strategy on alternate behavior management; the citizenship education program, and a value- based curriculum guide.",Low
JA-L1003,Fiscal Responsibility: A Proposal for a new Framework for Fiscal Responsibility that includes amendments to the Financial Administration and Audit Act (“FAA”) and the Public Bodies Management and Accountability Act (“PBMA”) in the areas of fisc,Low
JA-L1003,Public Financial Management: An amendment to the FAA Act that enhances the framework for internal audit and internal control has been submitted to Parliament;,Medium
JA-L1003,Public Financial Management: An Internal audit quality assurance manual has been issued and provisions that make its use mandatory has been approved by the MOFPS;,Low
JA-L1003,Public Procurement: New regulations for public procurement that include sanctions for non compliance have been submitted to Parliament;,Medium
JA-L1003,Public Procurement: Provisions that increase procurement thresholds have been approved by Cabinet;,Medium
JA-L1003,Public Procurement: A revised procurement Handbook has been approved by Cabinet;,Low
JA-L1003,Public Procurement: An e-government procurement strategy has been approved by MOFPS,Low
JA-L1003,Public Procurement: Standard bidding documents have been approved and issued by the MOFPS,Medium
JA-L1003,Performance Management: The implementation of the Medium Term Action Plan (“MTAP”) for Management for Results has been initiated;,Medium
JA-L1003,Performance Management: A Pilot Performance Monitoring and Evaluation System (PMES) in the Ministry of Transport and Works has been implemented,Medium
JA-L1003,Performance Management: A draft proposal for an enhanced system for project prioritization for public investment has been prepared by the Working Group appointed by the Cabinet Office,Low
JA-L1003,Enhancing the Governance and Accountability Framework: A detailed framework for improving performance agreements and service contracts for Permanent Secretaries (“PSs”) and Chief Executive Officers (“CEOs”) of Executive Agencies and Performance,Low
JA-L1003,"Enhancing the Governance and Accountability Framework: Draft regulations of the Executive Agencies Act have been submitted to the EA´s Inter-sectoral Technical Advisory Body comprised of the Ministry of Finance and the Public Service, the Attor",Low
JA-L1013,"Fiscal Responsibility: Drafting Instructions for the Legislation to enable the Fiscal Responsibility Framework, which includes debt management related dispositions, have been issued by Cabinet to the Chief Parliamentary Counsel; ",Low
JA-L1013,"Fiscal Responsibility: Ministry Paper stating Government’s intention to enact legislation to establish a Fiscal Responsibility Framework within the current fiscal year, has been tabled in Parliament;",Low
JA-L1013,Public Financial Management: Drafting Instructions for the Regulations of the amended Financial Administration and Audit Act (“FAA”) has been issued by Cabinet to the Chief Parliamentary Counsel;,Low
JA-L1013,"Public Financial Management:  At least 2/3 of the Internal Audit Units of Ministries and Departments have submitted mandatory self-assessments following the quality assurance program, and the assessments have been validated by the Internal Audi",Medium
JA-L1013,Public Financial Management: A call for bids for a new financial management information system has been issued;,Low
JA-L1013,Public Financial Management: A revision of the Chart of Accounts and budget classification to comply with international standards has been initiated;,Low
JA-L1013,Public Procurement: The proposal to separate the General Secretariats of the National Contract Commission (“NCC”) and the Office of the Contractor General has been approved by Cabinet;,Low
JA-L1013,Public Procurement: E-Procurement program to be applied to all public sector entities has been submitted to Cabinet. E-tendering system has been selected;,Low
JA-L1013,Public Procurement: The Procurement Appeal Board has been constituted and,Medium
JA-L1013,Public Procurement: the first phase of the training program for procurement officers of all ministries on the use of standard bidding documents has been completed;,Low
JA-L1013,"Performance Management: The implementation of the priority service delivery interventions contemplated in the Medium Term Action Plan (“MTAP”) is on schedule, particularly: (i) One stop shop for Food Safety implemented; and (ii) pilot system to",Medium
JA-L1013,Performance Management: A proposed framework for the Performance Management and Evaluation System (“PMES”) that includes monitoring requirements and independent evaluations of Government programs has been submitted to Cabinet; and the PMES Unit,Medium
JA-L1013,"Performance Management:  A framework for the enhanced system for project prioritization, which includes a web-based tool has been submitted to Cabinet; ",Low
JA-L1013,Enhancing the Governance and Accountability Framework: A framework for improving performance agreements and service contracts for Permanent Secretaries (“PSs”) and Chief Executive Officers (“CEOs”) of Executive Agencies and Performance Based In,Medium
JA-L1013,Enhancing the Governance and Accountability Framework: Proposed Regulations of the Executive Agencies Act have been submitted to Cabinet;,Low
JA-L1013,"Enhancing the Governance and Accountability Framework: Draft  technical proposal for a Corporate Governance Framework, which includes procedures for appointing Boards of Directors and principles to improve accountability structures, capacities ",Low
JA-L1013,Enhancing the Governance and Accountability Framework: A draft proposal to improve the governance and accountability framework for the Regional Service Delivery System has been submitted to Cabinet.,Low
JA-L1026,Fiscal Responsibility: The fiscal responsibilities amendments to the Financial Administration and Audit Act (“FAA Act”) have been tabled in Parliament as well as the Regulations for the entire Fiscal Responsibility Framework (“FRF”) under the F,Medium
JA-L1026,Public Financial Management: Regulations for the amended FAA Act related to the enhanced internal audit have been tabled in Parliament;,Medium
